"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"GCA_002370525.2_AP014630.1_1459" 61.7470778100642 -0.357962551165519 0.182904080895384 -1.95731733758913 0.0503101703528432 0.999926149255111
"MAG15_2_101" 73.4067865017342 -0.357720204676672 0.174782575729838 -2.04432471156877 0.0409214795511319 0.999926149255111
"MAG15_5_45" 74.112879949774 -0.356369934700795 0.179560818916119 -1.98340405847549 0.0473223141626355 0.999926149255111
"MAG15_11_11" 643.27678710778 -0.355437250256635 0.140965679158021 -2.52125257575006 0.0116937881534571 0.897562175407224
"GCA_000046845.1_CR543861.1_982" 188.957657539689 -0.355255391281678 0.172955967933199 -2.05304995336682 0.0400677330133046 0.999926149255111
"GCA_000046845.1_CR543861.1_2201" 138.45770160703 -0.35342140679098 0.157922418541404 -2.23678112153607 0.0253006489946469 0.999926149255111
"GCA_003417435.1_QVMX01000006.1_21" 4.26789355658746 -0.353367788412284 0.131048077959897 -2.75447155106571 0.00587870005232721 NA
"GCA_000046845.1_CR543861.1_1763" 9.20590594548574 -0.352094333363783 0.163815998157961 -2.17047668671568 0.0299707528751761 0.999926149255111
"MAG15_137_6" 22.6558820078991 -0.352075654114036 0.188676374821985 -1.8665766216588 0.0619607348338 0.999926149255111
"MAG15_109_1" 183.237058828267 -0.351728185642633 0.162683594908952 -2.160905431997 0.0307026452220903 0.999926149255111
"MAG15_27_19" 1030.75469142735 -0.351238910154497 0.143202969378901 -2.45266631099922 0.0141801812503268 0.971641683135944
"GCA_003417435.1_QVMX01000004.1_171" 3.86410432124556 -0.350988710394186 0.130548598329528 -2.67695715680252 0.00742941344154382 NA
"MAG15_105_13" 21.4664929419896 -0.350213691803142 0.188886272010873 -1.85177639999668 0.0640579378842485 0.999926149255111
"MAG15_106_2" 81.9139492644889 -0.350041511834147 0.172602687224682 -2.02716569443686 0.0426454702378577 0.999926149255111
"MAG15_77_12" 55.2505130164607 -0.349745391092371 0.183381196137638 -1.90617183618495 0.0566279149776742 0.999926149255111
"MAG15_75_5" 112.95872343655 -0.348654311207222 0.170299651281147 -2.04687906945784 0.0406699596486589 0.999926149255111
"MAG15_50_21" 161.138601312692 -0.348071887882031 0.151529282400608 -2.29605803511041 0.0216725633095501 0.999926149255111
"MAG15_4_20" 887.376071993691 -0.346801257228427 0.124918091909749 -2.77607733217804 0.00550191202943019 0.64989932298657
"GCA_003417435.1_QVMX01000001.1_790" 5.99269749810701 -0.344314223365811 0.151575441665675 -2.29378478616415 0.0218028637372587 0.999926149255111
"GCA_000238915.2_BAEG01000037.1_17" 25.865284687902 -0.343882212545609 0.190427365069336 -1.80533380189215 0.0710224632339152 0.999926149255111
"MAG15_22_38" 6.12395342836619 -0.343345307963056 0.149330309842371 -2.32562218958341 0.0200387147571375 0.999926149255111
"MAG15_191_3" 39.5901622607037 -0.343061049594623 0.189358856911897 -1.81097144702449 0.0701452716487792 0.999926149255111
"GCA_003417435.1_QVMX01000002.1_240" 5.3708402189559 -0.342338469109881 0.145335090505545 -2.39916397362885 0.0164325542715974 0.999926149255111
"GCA_003417435.1_QVMX01000003.1_44" 7.58338102529505 -0.342298080814376 0.159097677343823 -2.16607402138658 0.0303055310086941 0.999926149255111
"GCA_000046845.1_CR543861.1_711" 23.0056242545451 -0.341965515082657 0.188585375457305 -1.81126009791872 0.0701005992218492 0.999926149255111
"MAG15_8_4" 576.678674656526 -0.341883210578677 0.137274148383075 -2.49014226599494 0.0127691970732615 0.93554572987389
"GCA_003417435.1_QVMX01000003.1_845" 4.52231087567173 -0.340710223530403 0.137607191182915 -2.51384569881516 0.0119422671158197 NA
"MAG15_35_16" 34.5453888230462 -0.340612111202695 0.188842702670869 -1.80069653503448 0.0717507240498388 0.999926149255111
"MAG15_59_11" 137.800437313345 -0.340466049895488 0.159442809388384 -2.13403776674087 0.0328396894334311 0.999926149255111
"GCA_003417435.1_QVMX01000003.1_745" 5.79746472810709 -0.339577253903342 0.147739578038816 -2.34187078848256 0.0191873563632552 0.999926149255111
"MAG15_39_17" 18.3767327524159 -0.338033843058145 0.187675987547086 -1.80085637059719 0.0717255212199107 0.999926149255111
"MAG15_127_9" 81.7300446857475 -0.337930711106444 0.172374372130175 -1.9591948099695 0.0500899767194286 0.999926149255111
"GCA_003417435.1_QVMX01000001.1_786" 6.13723312751887 -0.337548032653674 0.149285937405928 -2.29533342253749 0.0217140236132018 0.999926149255111
"MAG15_4_18" 1289.05073390347 -0.337401585690185 0.134285658224584 -2.51251020120549 0.011987563924476 0.910626885727083
"MAG15_9_51" 22.8876859873834 -0.337348843395317 0.189718583419381 -1.77764075614995 0.0754628755399618 0.999926149255111
"GCA_003417435.1_QVMX01000003.1_284" 5.08504234555317 -0.336793802590498 0.141141898550281 -2.4512217849778 0.0142372199973804 0.971641683135944
"GCA_003417435.1_QVMX01000003.1_309" 6.65386384445255 -0.33649649774296 0.152870709412817 -2.2442086905016 0.0248189771470072 0.999926149255111
"GCA_003417435.1_QVMX01000003.1_94" 4.96389052946723 -0.335803708557554 0.13692288317799 -2.55410618253104 0.010646078513658 0.857485517048686
"MAG15_46_1" 34.4532940078306 -0.335505098998447 0.189206569442378 -1.77057603744341 0.0766312296462682 0.999926149255111
"MAG15_95_6" 23.30048610113 -0.335412968427713 0.190226318451731 -1.76117350004131 0.078209041824661 0.999926149255111
"GCA_000046845.1_CR543861.1_1612" 37.1383321234546 -0.334669249870426 0.188779675460734 -1.77087649355981 0.0765812420645098 0.999926149255111
"GCA_003417435.1_QVMX01000002.1_644" 5.43832989284939 -0.334282423551403 0.143706909269138 -2.38176302543884 0.0172299812196869 0.999926149255111
"GCA_000046845.1_CR543861.1_2282" 312.609745017685 -0.334166334436473 0.143526038669425 -2.32780189113032 0.0199226256219255 0.999926149255111
"MAG15_118_8" 27.3540001639556 -0.333401866713714 0.190456571347037 -1.74948544277925 0.0802071429467433 0.999926149255111
"MAG15_153_2" 65.716546682192 -0.333348853159602 0.181521777593629 -1.83552192947915 0.0664283928737719 0.999926149255111
"GCA_000046845.1_CR543861.1_638" 28.8017365133592 -0.333138140570256 0.190469640483209 -1.74655014256803 0.0807154020163865 0.999926149255111
"GCA_002370525.2_AP014630.1_4067" 213.269227709501 -0.332200305494574 0.145184159621511 -2.2877436353022 0.0221524549767063 0.999926149255111
"MAG15_61_26" 62.4837069788905 -0.331888799245758 0.185554963393734 -1.78900631010742 0.0736137993295893 0.999926149255111
"GCA_000046845.1_CR543861.1_1489" 1000.62354274943 -0.331466033069031 0.121787853912637 -2.7214838225322 0.00649895659762652 0.73536551140219
"MAG15_27_17" 2698.11014709155 -0.33137002563427 0.131206832218942 -2.5255213387945 0.0115526765298839 0.897542171207625
"GCA_002370525.2_AP014630.1_3045" 157.886278108737 -0.330173043726358 0.156912349635789 -2.10383934520868 0.0353924634026404 0.999926149255111
"MAG15_62_11" 13.1222320779648 -0.330078466342277 0.179899355846883 -1.83949903099372 0.0658418202997162 0.999926149255111
"GCA_003417435.1_QVMX01000004.1_189" 6.25688142569664 -0.329780489233252 0.153629317704584 -2.16963305573509 0.0300346551434167 0.999926149255111
"MAG15_101_16" 41.0878201761891 -0.329768457443101 0.187283771898906 -1.75950677414733 0.0784914706659625 0.999926149255111
"GCA_000046845.1_CR543861.1_67" 81.7340570776423 -0.329728208660461 0.173725758724852 -1.89633477570207 0.0579157906023345 0.999926149255111
"MAG15_97_19" 69.0139066032107 -0.329709820954273 0.177258497346166 -1.85912448496961 0.0630094954132532 0.999926149255111
"MAG15_84_12" 15.3423844428859 -0.327694175309034 0.184907849683807 -1.76982887320656 0.0767556524350944 0.999926149255111
"GCA_000046845.1_CR543861.1_1583" 130.376456618344 -0.327654812147647 0.17025228288881 -1.92295454019225 0.0544857592723465 0.999926149255111
"MAG15_77_4" 337.265236597637 -0.326995659484126 0.159918088059531 -2.04458317308222 0.0408959698327185 0.999926149255111
"MAG15_3_75" 261.412961653014 -0.326964167145811 0.157085538018666 -2.08094545104092 0.0374388992902319 0.999926149255111
"MAG15_5_44" 501.874863520059 -0.326849122884224 0.150064180094165 -2.17779933598142 0.0294209793666154 0.999926149255111
"MAG15_117_13" 47.0588312681188 -0.326767725998619 0.187146019399625 -1.74566433215084 0.0808692963811252 0.999926149255111
"GCA_003417435.1_QVMX01000003.1_946" 18.1467618159255 -0.326367733534167 0.186781827910633 -1.74837002841817 0.0803999742790719 0.999926149255111
"MAG15_108_14" 243.415974547846 -0.326236853985745 0.143869113614186 -2.2668676843966 0.0233983098582591 0.999926149255111
"MAG15_4_42" 42.413952860506 -0.325323336475711 0.187560871705658 -1.73488441091282 0.0827612808929562 0.999926149255111
"GCA_002370525.2_AP014630.1_1858" 64.7430305408363 -0.325068612001303 0.183068659549481 -1.77536765011547 0.0758372018830268 0.999926149255111
"MAG15_29_19" 8.44524880754659 -0.324788404117817 0.162472771553538 -2.02263612327151 0.0431106770206084 0.999926149255111
"MAG15_32_12" 19.066837477682 -0.324693703112299 0.18820766353332 -1.72372020286221 0.0847583660610045 0.999926149255111
"GCA_002370525.2_AP014630.1_1640" 24.4035719368221 -0.323764322236036 0.190278974763512 -1.6979631959302 0.089514708392583 0.999926149255111
"MAG15_5_52" 520.455901274188 -0.323263660447128 0.141790621826338 -2.2796075966639 0.0226309720066542 0.999926149255111
"GCA_002370525.2_AP014630.1_1406" 82.1353613968022 -0.322831085382231 0.175702961433932 -1.83709464350522 0.0661959247961121 0.999926149255111
"GCA_000046845.1_CR543861.1_2721" 267.274317126198 -0.322557689199331 0.15614456973305 -2.06511593605335 0.0389120319293364 0.999926149255111
"MAG15_103_14" 46.297524770998 -0.32244862844944 0.185305956674283 -1.73826601623303 0.0821639515084392 0.999926149255111
"GCA_002370525.2_AP014630.1_3528" 441.443397733795 -0.322120299084073 0.13186560380671 -2.44268519785606 0.0145784475857907 0.973120329335811
"MAG15_54_6" 105.690834076425 -0.321885114752488 0.167143692341297 -1.92512978067726 0.0542131240914683 0.999926149255111
"MAG15_27_21" 802.635658217009 -0.32187960329285 0.138030062443898 -2.33179765869639 0.0197113382690567 0.999926149255111
"MAG15_78_25" 38.9346651792252 -0.321621061764058 0.187685754695499 -1.71166288511017 0.0869588121331342 0.999926149255111
"GCA_000046845.1_CR543861.1_107" 132.686973679159 -0.321463000825869 0.161059718149311 -1.99506035394249 0.0460362977091815 0.999926149255111
"GCA_000046845.1_CR543861.1_952" 27.3679531020615 -0.321317449530774 0.190376835409329 -1.68508156457633 0.0919728359510014 0.999926149255111
"MAG15_15_29" 586.956789027046 -0.321144785680354 0.134582968866569 -2.38595708422038 0.0170347388074946 0.999926149255111
"MAG15_20_30" 75.1182048692942 -0.320603721390232 0.179040181609178 -1.7896351610068 0.0735125821480016 0.999926149255111
"GCA_003417435.1_QVMX01000005.1_208" 4.06471718851732 -0.320188391636537 0.132130479171722 -2.48797930246504 0.0128471209515855 NA
"MAG15_130_5" 96.3318803053785 -0.31987325344446 0.16591263638928 -1.92717782307617 0.0539574727483401 0.999926149255111
"MAG15_20_43" 78.2304053742024 -0.319838593046205 0.174812423979574 -1.8280609240243 0.0675404086463781 0.999926149255111
"MAG15_91_7" 14.171403410372 -0.319220728588987 0.183252190431537 -1.74187030153594 0.081531141694772 0.999926149255111
"MAG15_64_18" 47.2358883944812 -0.318958776211558 0.184618974030416 -1.72613465775619 0.0843231900243963 0.999926149255111
"GCA_003417435.1_QVMX01000001.1_311" 9.16254277194541 -0.318798293355655 0.167227800083755 -1.91507329351738 0.0554831571462031 0.999926149255111
"MAG15_130_6" 106.269899781667 -0.318144057387259 0.168263505807826 -1.88967651001963 0.0588012375641543 0.999926149255111
"GCA_000046845.1_CR543861.1_469" 297.142282491754 -0.318102706129946 0.151185298872322 -2.10365822591343 0.0354082709116291 0.999926149255111
"MAG15_3_93" 93.8371780036619 -0.318040415719073 0.16791406717808 -1.89304270682244 0.0583521903119893 0.999926149255111
"MAG15_31_39" 299.521164012192 -0.317950027498974 0.145453156658547 -2.18551084032176 0.0288514120014922 0.999926149255111
"GCA_000046845.1_CR543861.1_3197" 67.41845533883 -0.317608409456785 0.184640684071233 -1.71756199374778 0.0858765376683583 0.999926149255111
"GCA_003417435.1_QVMX01000004.1_82" 5.17088706696951 -0.317325587407629 0.142207605957651 -2.27901858044702 0.0226659608184127 0.999926149255111
"GCA_003417435.1_QVMX01000003.1_947" 3.06808038535928 -0.317009931675944 0.115288294748877 -3.36963065759665 0.000752689974903213 NA
"MAG15_20_45" 430.73076493677 -0.316687729646126 0.149706004885474 -2.11510099684611 0.0344213402907234 0.999926149255111
"MAG15_4_19" 2545.07912337065 -0.316524782238865 0.124172934876013 -2.54901529100807 0.0108027563575287 0.862432466170705
"MAG15_115_22" 83.0575123170014 -0.316339491351052 0.172834315647452 -1.82875702055147 0.0674360161970008 0.999926149255111
"GCA_000046845.1_CR543861.1_3139" 51.3656059284778 -0.316167092763283 0.183336339280605 -1.72242965226147 0.0849917160463461 0.999926149255111
"GCA_000046845.1_CR543861.1_685" 878.092190662195 -0.315599094402809 0.163837224193033 -1.92629106432227 0.0540680405467915 0.999926149255111
"GCA_003417435.1_QVMX01000001.1_307" 26.5873199190619 -0.315567639578402 0.190370983387952 -1.65754633488435 0.0974090691880948 0.999926149255111
"MAG15_13_15" 347.15331105499 -0.315522322094722 0.150144735943569 -2.1011172341731 0.0356306763947682 0.999926149255111
"MAG15_215_1" 90.2585132171748 -0.315414016348976 0.168269641489202 -1.87302124561834 0.0610654512616112 0.999926149255111
"MAG15_94_22" 16.5781377315459 -0.315195029236297 0.185847580862737 -1.69681989388031 0.0897307164286389 0.999926149255111
"GCA_002370525.2_AP014630.1_2209" 196.50126460252 -0.314860066355349 0.170930148520893 -1.84181556140702 0.0655021330386113 0.999926149255111
"MAG15_1_126" 25.1845492314831 -0.313894335315743 0.19035808468781 -1.64708211288504 0.0995411691760115 0.999926149255111
"MAG15_103_15" 59.5044970388745 -0.313514893414186 0.183690689770673 -1.70611670712412 0.0879863525279205 0.999926149255111
"MAG15_245_4" 162.582341022531 -0.31323513410783 0.153460303121197 -2.04026114415208 0.0413243226560432 0.999926149255111
"MAG15_8_51" 1433.50688846531 -0.313101255167301 0.131931731966642 -2.37315717308843 0.0176367571518154 0.999926149255111
"GCA_000046845.1_CR543861.1_2720" 118.02575723386 -0.312961143702019 0.169488947920361 -1.84567362238823 0.064939609446271 0.999926149255111
"MAG15_13_2" 74.5373771920471 -0.312689966110318 0.173451949999614 -1.80199906678613 0.0715455523873094 0.999926149255111
"GCA_002370525.2_AP014630.1_1161" 16.405208451464 -0.312648391244946 0.186271522391751 -1.67959045988867 0.0930370251260171 0.999926149255111
"MAG15_109_2" 1551.14874672125 -0.31244239133273 0.135947827363474 -2.29817872952242 0.021551618794823 0.999926149255111
"MAG15_116_7" 26.0896295636721 -0.312363678515077 0.190455169790635 -1.63929544978247 0.101151743226119 0.999926149255111
"MAG15_70_28" 19.2234298534576 -0.31199011953243 0.187740054424214 -1.66360595241102 0.0961912015942675 0.999926149255111
"GCA_002370525.2_AP014630.1_1660" 27.9448787768015 -0.311670567338176 0.190454155739639 -1.63569380754432 0.101903686151803 0.999926149255111
"GCA_003417435.1_QVMX01000002.1_940" 3.58039873582929 -0.311442538579079 0.125709996869858 -2.51814307484203 0.0117975387334557 NA
